vintage,title,distributiondescription
NA,Time Series Economic Indicators Time Series -: Quarterly Survey of Public Pensions,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/qpr', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Economic Indicators Time Series -: Monthly Wholesale Trade: Sales and Inventories,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/mwts', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Annual Survey of Manufactures: Value of Shipments for Product Classes,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/asm/product', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Economic Indicators Time Series -: Quarterly Services Survey,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/qss', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Annual Survey of Manufactures: Statistics for All Manufacturing by State,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/asm/state', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Economic Indicators Time Series -: Quarterly Summary of State and Local Taxes,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/qtax', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Business Dynamics Statistics: Firm Statistics,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/bds/firms', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,"Time Series Economic Indicators Time Series -: Advance Report on Durable Goods Manufacturers' Shipments, Inventories, and Orders","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/advm3', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Economic Indicators Time Series -: New Residential Construction,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/resconst', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Economic Indicators Time Series -: Business Formation Statistics,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/bfs', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Economic Indicators Time Series -: New Home Sales,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/ressales', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Economic Indicators Time Series -: U.S. International Trade in Goods and Services,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/ftd', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Economic Indicators Time Series -: Construction Spending,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/vip', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Economic Indicators Time Series -: Housing Vacancies and Homeownership,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/hv', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Small Area Health Insurance Estimates: Small Area Health Insurance Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/healthins/sahie', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,"Time Series Economic Indicators Time Series -: Manufacturers Shipments, Inventories, and Orders","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/m3', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Database: International Populations by Single Year of Age and Sex,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/idb/1year', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Economic Indicators Time Series -: Advance Monthly Sales for Retail and Food Services,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/marts', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Database: International Populations by 5 Year Age Groups and Sex,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/idb/5year', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Economic Indicators Time Series -: Manufactured Housing Survey (2014-Present),"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/mhs2', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Economic Indicators Time Series -: Manufactured Homes Survey,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/mhs', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Current Population Survey: Poverty Status,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/poverty/histpov2', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Economic Indicators Time Series -: Monthly Retail Trade and Food Services,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/mrts', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Economic Indicators Time Series -: Manufacturing and Trade Inventories and Sales,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/eits/mtis', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Small Area Income and Poverty Estimates: Small Area Income and Poverty Estimates: State and County,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/poverty/saipe', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Imports by North American Industry Classification System (NAICS) Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/imports/naics', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Exports by End-use Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/exports/enduse', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Imports by Port and Harmonized System (HS) Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/imports/porths', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Exports by Advanced Technology Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/exports/hitech', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Exports by Harmonized System (HS) Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/exports/hs', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Imports by Standard International Trade Classification (SITC) Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/imports/sitc', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Exports by North American Industry Classification System (NAICS) Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/exports/naics', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Imports by State and Harmonized System (HS) Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/imports/statehs', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Exports by Port and Harmonized System (HS) Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/exports/porths', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Imports by State and North American Industry Classification System (NAICS),"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/imports/statenaics', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Exports by Standard International Trade Classification (SITC) Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/exports/sitc', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Imports by Department of Agriculture Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/imports/usda', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Small Area Income and Poverty Estimates: Small Area Income and Poverty Estimates: School Districts,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/poverty/saipe/schdist', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Exports by State and Harmonized System (HS) Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/exports/statehs', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Exports by State and North American Industry Classification System (NAICS),"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/exports/statenaics', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Exports by Department of Agriculture Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/exports/usda', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Imports by End-use Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/imports/enduse', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Imports by Advanced Technology Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/imports/hitech', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series International Trade: Monthly U.S. Imports by Harmonized System (HS) Code,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/intltrade/imports/hs', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,Economic Census: Economic Census of the United States: Economic Census US Basic Data,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/ecnbasic', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,ACS FLOWS,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/acs/flows', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2010,Decennial Congressional District 116,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2010/dec/cd116', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2019,Census Planning Database: Block Group,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2019/pdb/blockgroup', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2019,Census Planning Database: Tract Level,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2019/pdb/tract', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,American Community Survey: 1-Year Estimates: Detailed Tables 1-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/acs/acs1', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,American Community Survey: 1-Year Estimates: Comparison Profiles 1-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/acs/acs1/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,ACS 1-Year Profile Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,American Community Survey: 1-Year Estimates: Selected Population Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/acs/acs1/spp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,ACS 1-Year Subject Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/acs/acs1/subject', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Longitudinal Employer-Household Dynamics - QWI: Race by Ethnicity,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/qwi/rh', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Longitudinal Employer-Household Dynamics - QWI: Sex by Age,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/qwi/sa', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Time Series Longitudinal Employer-Household Dynamics - QWI: Sex by Education,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/qwi/se', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Economic Census: Economic Census of the United States: Commodity Flow Survey Hazmat Data,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/cfshazmat', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Economic Census: Economic Census of the United States: Commodity Flow Survey Preliminary Data,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/cfsprelim', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,Economic Annual Surveys: Business Patterns: County Business Patterns,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/cbp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,Economic Annual Surveys: Business Patterns: Zipcode Business Patterns,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/zbp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,American Community Survey: 1-Year Estimates: Detailed Tables 5-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/acs/acs5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,ACS 5-Year Data Profiles,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/acs/acs5/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,American Community Survey: 1-Year Estimates: Comparison Profiles 5-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/acs/acs5/cprofile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Economic Census: Economic Census of the United States: Commodity Flow Survey Geographic Area Data,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/cfsarea', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,Economic Census: Economic Census of the United States: Commodity Flow Survey Export Data,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/cfsexport', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2019,Population Estimates: Census Bureau Version: Components of Change Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2019/pep/components', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,Economic Census: Economic Census of Island Areas,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/ecn/islandareas/napcs', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2008,American Community Survey: 3-Year Estimates: Detailed Tables 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2008/acs/acs3', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,ACS 5-Year Subject Tables,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/acs/acs5/subject', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2019,Population Estimates: Census Bureau Version: Demographic Characteristics Estimates by Age Groups,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2019/pep/charagegroups', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2008,American Community Survey: 3-Year Estimates: Data Profiles 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2008/acs/acs3/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2019,Population Estimates: Census Bureau Version: National Monthly Population Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2019/pep/natmonthly', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2009,American Community Survey: 3-Year Estimates: Detailed Tables 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2009/acs/acs3', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2019,Population Estimates: Census Bureau Version: Population Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2019/pep/population', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2005,American Community Survey: 1-Year Estimates: Detailed Tables 1-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2005/acs/acs1', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2009,American Community Survey: 3-Year Estimates: Data Profiles 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2009/acs/acs3/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2007,American Community Survey: 3-Year Estimates: Detailed Tables 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2007/acs/acs3', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2005,American Community Survey: 1-Year Estimates: Data Profiles 1-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2005/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2006,American Community Survey: 1-Year Estimates: Detailed Tables 1-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2006/acs/acs1', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2006,American Community Survey: 1-Year Estimates: Data Profiles 1-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2006/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2007,American Community Survey: 1-Year Estimates: Detailed Tables 1-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2007/acs/acs1', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2007,American Community Survey: 1-Year Estimates: Data Profiles 1-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2007/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2008,American Community Survey: 1-Year Estimates: Detailed Tables 1-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2008/acs/acs1', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2007,American Community Survey: 3-Year Estimates: Data Profiles 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2007/acs/acs3/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2008,American Community Survey: 1-Year Estimates: Data Profiles 1-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2008/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2018,ACS 1-Year Supplemental Estimates,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2018/acs/acsse', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2009,American Community Survey: 1-Year Estimates: Detailed Tables 1-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2009/acs/acs1', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2009,American Community Survey: 1-Year Estimates: Data Profiles 1-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2009/acs/acs1/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
NA,Public Sector: Census of Governments: Public Sector Annual Surveys,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/timeseries/govs', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,Economic Census: Economic Census of Island Areas,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/ecn/islandareas', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,Economic Census: Economic Census of the United States: Economic Census of Island Areas,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/ecn/islandareas/comp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2009,American Community Survey: 5-Year Estimates: Detailed Tables 5-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2009/acs/acs5', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,"National Population Projections: Projected Population by Age Group, Sex, Race, and Hispanic Origin for the United States: 2016-2060","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/popproj/agegroups', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,"National Population Projections: Projected Births by Sex, Race, and Hispanic Origin for the United States: 2016-2060","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/popproj/births', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,"National Population Projections: Projected Population by Single Year of Age, Sex, Race, and Hispanic Origin for the United States: 2016-2060","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/popproj/deaths', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,"National Population Projections: Projected Population by Single Year of Age, Sex, Race, and Hispanic Origin, and Nativity for the United States: 2016-2060","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/popproj/nat', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2016,2016 Annual Survey of Entrepreneurs - CSCBO,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2016/ase/cscbo', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2015,Annual Economic Surveys: Survey of Business Owners: Annual Survey of Entrepreneurs Characteristics of Business Owners,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2015/ase/cscbo', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,"National Population Projections: Projected Net International Migration by Single Year of Age, Sex, Race, and Hispanic Origin for the United States: 2016-2060","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/popproj/nim', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2012,American Community Survey: 3-Year Estimates: Selected Population Profiles 3-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2012/acs/acs3/spp', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2017,"National Population Projections: Projected Population by Single Year of Age, Sex, Race, and Hispanic Origin for the United States: 2016-2060","[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2017/popproj/pop', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2000,Decennial Census: Summary File 1,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2000/dec/sf1', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2009,American Community Survey: 5-Year Estimates: Data Profiles 5-Year,"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2009/acs/acs5/profile', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
2010,Decennial Census: Redistricting Data (PL 94-171),"[{'@type': 'dcat:Distribution', 'accessURL': 'https://api.census.gov/data/2010/dec/pl', 'description': 'API endpoint', 'format': 'API', 'mediaType': 'application/json', 'title': 'API endpoint'}]"
