location,year,state,state_po,county,candidate,party,candidatevotes,totalvotes,Location
"Tennessee, McMinn",2000,Tennessee,TN,McMinn,Al Gore,democrat,6142.0,16600,"Tennessee, McMinn"
"Tennessee, McMinn",2000,Tennessee,TN,McMinn,George W. Bush,republican,10155.0,16600,"Tennessee, McMinn"
"Tennessee, McMinn",2000,Tennessee,TN,McMinn,Ralph Nader,green,142.0,16600,"Tennessee, McMinn"
"Tennessee, McNairy",2000,Tennessee,TN,McNairy,Al Gore,democrat,4003.0,8989,"Tennessee, McNairy"
"Tennessee, McNairy",2000,Tennessee,TN,McNairy,George W. Bush,republican,4897.0,8989,"Tennessee, McNairy"
"Tennessee, McNairy",2000,Tennessee,TN,McNairy,Ralph Nader,green,47.0,8989,"Tennessee, McNairy"
"Tennessee, Meigs",2000,Tennessee,TN,Meigs,Al Gore,democrat,1555.0,3390,"Tennessee, Meigs"
"Tennessee, Meigs",2000,Tennessee,TN,Meigs,George W. Bush,republican,1797.0,3390,"Tennessee, Meigs"
"Tennessee, Meigs",2000,Tennessee,TN,Meigs,Ralph Nader,green,12.0,3390,"Tennessee, Meigs"
"Tennessee, Monroe",2000,Tennessee,TN,Monroe,Al Gore,democrat,5327.0,13003,"Tennessee, Monroe"
"Tennessee, Monroe",2000,Tennessee,TN,Monroe,George W. Bush,republican,7514.0,13003,"Tennessee, Monroe"
"Tennessee, Monroe",2000,Tennessee,TN,Monroe,Ralph Nader,green,78.0,13003,"Tennessee, Monroe"
"Tennessee, Montgomery",2000,Tennessee,TN,Montgomery,Al Gore,democrat,18818.0,39044,"Tennessee, Montgomery"
"Tennessee, Montgomery",2000,Tennessee,TN,Montgomery,George W. Bush,republican,19644.0,39044,"Tennessee, Montgomery"
"Tennessee, Montgomery",2000,Tennessee,TN,Montgomery,Ralph Nader,green,359.0,39044,"Tennessee, Montgomery"
"Tennessee, Moore",2000,Tennessee,TN,Moore,Al Gore,democrat,1107.0,2301,"Tennessee, Moore"
"Tennessee, Moore",2000,Tennessee,TN,Moore,George W. Bush,republican,1145.0,2301,"Tennessee, Moore"
"Tennessee, Moore",2000,Tennessee,TN,Moore,Ralph Nader,green,27.0,2301,"Tennessee, Moore"
"Tennessee, Morgan",2000,Tennessee,TN,Morgan,Al Gore,democrat,2921.0,6162,"Tennessee, Morgan"
"Tennessee, Morgan",2000,Tennessee,TN,Morgan,George W. Bush,republican,3144.0,6162,"Tennessee, Morgan"
"Tennessee, Morgan",2000,Tennessee,TN,Morgan,Ralph Nader,green,39.0,6162,"Tennessee, Morgan"
"Tennessee, Obion",2000,Tennessee,TN,Obion,Al Gore,democrat,6056.0,12440,"Tennessee, Obion"
"Tennessee, Obion",2000,Tennessee,TN,Obion,George W. Bush,republican,6168.0,12440,"Tennessee, Obion"
"Tennessee, Obion",2000,Tennessee,TN,Obion,Ralph Nader,green,99.0,12440,"Tennessee, Obion"
"Tennessee, Overton",2000,Tennessee,TN,Overton,Al Gore,democrat,4507.0,7496,"Tennessee, Overton"
"Tennessee, Overton",2000,Tennessee,TN,Overton,George W. Bush,republican,2875.0,7496,"Tennessee, Overton"
"Tennessee, Overton",2000,Tennessee,TN,Overton,Ralph Nader,green,46.0,7496,"Tennessee, Overton"
"Tennessee, Perry",2000,Tennessee,TN,Perry,Al Gore,democrat,1650.0,2866,"Tennessee, Perry"
"Tennessee, Perry",2000,Tennessee,TN,Perry,George W. Bush,republican,1165.0,2866,"Tennessee, Perry"
"Tennessee, Perry",2000,Tennessee,TN,Perry,Ralph Nader,green,28.0,2866,"Tennessee, Perry"
"Tennessee, Pickett",2000,Tennessee,TN,Pickett,Al Gore,democrat,939.0,2239,"Tennessee, Pickett"
"Tennessee, Pickett",2000,Tennessee,TN,Pickett,George W. Bush,republican,1281.0,2239,"Tennessee, Pickett"
"Tennessee, Pickett",2000,Tennessee,TN,Pickett,Ralph Nader,green,12.0,2239,"Tennessee, Pickett"
"Tennessee, Polk",2000,Tennessee,TN,Polk,Al Gore,democrat,2574.0,5594,"Tennessee, Polk"
"Tennessee, Polk",2000,Tennessee,TN,Polk,George W. Bush,republican,2907.0,5594,"Tennessee, Polk"
"Tennessee, Polk",2000,Tennessee,TN,Polk,Ralph Nader,green,46.0,5594,"Tennessee, Polk"
"Tennessee, Putnam",2000,Tennessee,TN,Putnam,Al Gore,democrat,10785.0,22438,"Tennessee, Putnam"
"Tennessee, Putnam",2000,Tennessee,TN,Putnam,George W. Bush,republican,11248.0,22438,"Tennessee, Putnam"
"Tennessee, Putnam",2000,Tennessee,TN,Putnam,Ralph Nader,green,228.0,22438,"Tennessee, Putnam"
"Tennessee, Rhea",2000,Tennessee,TN,Rhea,Al Gore,democrat,3722.0,9772,"Tennessee, Rhea"
"Tennessee, Rhea",2000,Tennessee,TN,Rhea,George W. Bush,republican,5900.0,9772,"Tennessee, Rhea"
"Tennessee, Rhea",2000,Tennessee,TN,Rhea,Ralph Nader,green,74.0,9772,"Tennessee, Rhea"
"Tennessee, Roane",2000,Tennessee,TN,Roane,Al Gore,democrat,9575.0,21326,"Tennessee, Roane"
"Tennessee, Roane",2000,Tennessee,TN,Roane,George W. Bush,republican,11345.0,21326,"Tennessee, Roane"
"Tennessee, Roane",2000,Tennessee,TN,Roane,Ralph Nader,green,211.0,21326,"Tennessee, Roane"
"Tennessee, Robertson",2000,Tennessee,TN,Robertson,Al Gore,democrat,10249.0,20164,"Tennessee, Robertson"
"Tennessee, Robertson",2000,Tennessee,TN,Robertson,George W. Bush,republican,9675.0,20164,"Tennessee, Robertson"
"Tennessee, Robertson",2000,Tennessee,TN,Robertson,Ralph Nader,green,148.0,20164,"Tennessee, Robertson"
"Tennessee, Rutherford",2000,Tennessee,TN,Rutherford,Al Gore,democrat,27360.0,62182,"Tennessee, Rutherford"
"Tennessee, Rutherford",2000,Tennessee,TN,Rutherford,George W. Bush,republican,33445.0,62182,"Tennessee, Rutherford"
"Tennessee, Rutherford",2000,Tennessee,TN,Rutherford,Ralph Nader,green,1024.0,62182,"Tennessee, Rutherford"
"Tennessee, Scott",2000,Tennessee,TN,Scott,Al Gore,democrat,2967.0,6615,"Tennessee, Scott"
"Tennessee, Scott",2000,Tennessee,TN,Scott,George W. Bush,republican,3579.0,6615,"Tennessee, Scott"
"Tennessee, Scott",2000,Tennessee,TN,Scott,Ralph Nader,green,31.0,6615,"Tennessee, Scott"
"Tennessee, Sequatchie",2000,Tennessee,TN,Sequatchie,Al Gore,democrat,1648.0,3887,"Tennessee, Sequatchie"
"Tennessee, Sequatchie",2000,Tennessee,TN,Sequatchie,George W. Bush,republican,2169.0,3887,"Tennessee, Sequatchie"
"Tennessee, Sequatchie",2000,Tennessee,TN,Sequatchie,Ralph Nader,green,37.0,3887,"Tennessee, Sequatchie"
"Tennessee, Sevier",2000,Tennessee,TN,Sevier,Al Gore,democrat,8208.0,25365,"Tennessee, Sevier"
"Tennessee, Sevier",2000,Tennessee,TN,Sevier,George W. Bush,republican,16734.0,25365,"Tennessee, Sevier"
"Tennessee, Sevier",2000,Tennessee,TN,Sevier,Ralph Nader,green,259.0,25365,"Tennessee, Sevier"
"Tennessee, Shelby",2000,Tennessee,TN,Shelby,Al Gore,democrat,190404.0,336755,"Tennessee, Shelby"
"Tennessee, Shelby",2000,Tennessee,TN,Shelby,George W. Bush,republican,141756.0,336755,"Tennessee, Shelby"
"Tennessee, Shelby",2000,Tennessee,TN,Shelby,Ralph Nader,green,2860.0,336755,"Tennessee, Shelby"
"Tennessee, Smith",2000,Tennessee,TN,Smith,Al Gore,democrat,4884.0,7348,"Tennessee, Smith"
"Tennessee, Smith",2000,Tennessee,TN,Smith,George W. Bush,republican,2384.0,7348,"Tennessee, Smith"
"Tennessee, Smith",2000,Tennessee,TN,Smith,Ralph Nader,green,42.0,7348,"Tennessee, Smith"
"Tennessee, Stewart",2000,Tennessee,TN,Stewart,Al Gore,democrat,2870.0,4782,"Tennessee, Stewart"
"Tennessee, Stewart",2000,Tennessee,TN,Stewart,George W. Bush,republican,1826.0,4782,"Tennessee, Stewart"
"Tennessee, Stewart",2000,Tennessee,TN,Stewart,Ralph Nader,green,50.0,4782,"Tennessee, Stewart"
"Tennessee, Sullivan",2000,Tennessee,TN,Sullivan,Al Gore,democrat,21354.0,55727,"Tennessee, Sullivan"
"Tennessee, Sullivan",2000,Tennessee,TN,Sullivan,George W. Bush,republican,33482.0,55727,"Tennessee, Sullivan"
"Tennessee, Sullivan",2000,Tennessee,TN,Sullivan,Ralph Nader,green,520.0,55727,"Tennessee, Sullivan"
"Tennessee, Sumner",2000,Tennessee,TN,Sumner,Al Gore,democrat,22118.0,50477,"Tennessee, Sumner"
"Tennessee, Sumner",2000,Tennessee,TN,Sumner,George W. Bush,republican,27601.0,50477,"Tennessee, Sumner"
"Tennessee, Sumner",2000,Tennessee,TN,Sumner,Ralph Nader,green,482.0,50477,"Tennessee, Sumner"
"Tennessee, Tipton",2000,Tennessee,TN,Tipton,Al Gore,democrat,6300.0,16552,"Tennessee, Tipton"
"Tennessee, Tipton",2000,Tennessee,TN,Tipton,George W. Bush,republican,10070.0,16552,"Tennessee, Tipton"
"Tennessee, Tipton",2000,Tennessee,TN,Tipton,Ralph Nader,green,96.0,16552,"Tennessee, Tipton"
"Tennessee, Trousdale",2000,Tennessee,TN,Trousdale,Al Gore,democrat,1966.0,2945,"Tennessee, Trousdale"
"Tennessee, Trousdale",2000,Tennessee,TN,Trousdale,George W. Bush,republican,950.0,2945,"Tennessee, Trousdale"
"Tennessee, Trousdale",2000,Tennessee,TN,Trousdale,Ralph Nader,green,15.0,2945,"Tennessee, Trousdale"
"Tennessee, Unicoi",2000,Tennessee,TN,Unicoi,Al Gore,democrat,2566.0,6429,"Tennessee, Unicoi"
"Tennessee, Unicoi",2000,Tennessee,TN,Unicoi,George W. Bush,republican,3780.0,6429,"Tennessee, Unicoi"
"Tennessee, Unicoi",2000,Tennessee,TN,Unicoi,Ralph Nader,green,40.0,6429,"Tennessee, Unicoi"
"Tennessee, Union",2000,Tennessee,TN,Union,Al Gore,democrat,2564.0,5821,"Tennessee, Union"
"Tennessee, Union",2000,Tennessee,TN,Union,George W. Bush,republican,3199.0,5821,"Tennessee, Union"
"Tennessee, Union",2000,Tennessee,TN,Union,Ralph Nader,green,30.0,5821,"Tennessee, Union"
"Tennessee, Van Buren",2000,Tennessee,TN,Van Buren,Al Gore,democrat,1255.0,2131,"Tennessee, Van Buren"
"Tennessee, Van Buren",2000,Tennessee,TN,Van Buren,George W. Bush,republican,845.0,2131,"Tennessee, Van Buren"
"Tennessee, Van Buren",2000,Tennessee,TN,Van Buren,Ralph Nader,green,8.0,2131,"Tennessee, Van Buren"
"Tennessee, Warren",2000,Tennessee,TN,Warren,Al Gore,democrat,7378.0,13131,"Tennessee, Warren"
"Tennessee, Warren",2000,Tennessee,TN,Warren,George W. Bush,republican,5552.0,13131,"Tennessee, Warren"
"Tennessee, Warren",2000,Tennessee,TN,Warren,Ralph Nader,green,105.0,13131,"Tennessee, Warren"
"Tennessee, Washington",2000,Tennessee,TN,Washington,Al Gore,democrat,14769.0,37942,"Tennessee, Washington"
"Tennessee, Washington",2000,Tennessee,TN,Washington,George W. Bush,republican,22579.0,37942,"Tennessee, Washington"
"Tennessee, Washington",2000,Tennessee,TN,Washington,Ralph Nader,green,375.0,37942,"Tennessee, Washington"
"Tennessee, Wayne",2000,Tennessee,TN,Wayne,Al Gore,democrat,1859.0,5306,"Tennessee, Wayne"
"Tennessee, Wayne",2000,Tennessee,TN,Wayne,George W. Bush,republican,3370.0,5306,"Tennessee, Wayne"
"Tennessee, Wayne",2000,Tennessee,TN,Wayne,Ralph Nader,green,43.0,5306,"Tennessee, Wayne"
"Tennessee, Weakley",2000,Tennessee,TN,Weakley,Al Gore,democrat,5570.0,11844,"Tennessee, Weakley"
"Tennessee, Weakley",2000,Tennessee,TN,Weakley,George W. Bush,republican,6106.0,11844,"Tennessee, Weakley"
"Tennessee, Weakley",2000,Tennessee,TN,Weakley,Ralph Nader,green,91.0,11844,"Tennessee, Weakley"
"Tennessee, White",2000,Tennessee,TN,White,Al Gore,democrat,4135.0,7775,"Tennessee, White"
"Tennessee, White",2000,Tennessee,TN,White,George W. Bush,republican,3525.0,7775,"Tennessee, White"
"Tennessee, White",2000,Tennessee,TN,White,Ralph Nader,green,58.0,7775,"Tennessee, White"
"Tennessee, Williamson",2000,Tennessee,TN,Williamson,Al Gore,democrat,18745.0,58429,"Tennessee, Williamson"
"Tennessee, Williamson",2000,Tennessee,TN,Williamson,George W. Bush,republican,38901.0,58429,"Tennessee, Williamson"
"Tennessee, Williamson",2000,Tennessee,TN,Williamson,Ralph Nader,green,536.0,58429,"Tennessee, Williamson"
"Tennessee, Wilson",2000,Tennessee,TN,Wilson,Al Gore,democrat,16561.0,35916,"Tennessee, Wilson"
"Tennessee, Wilson",2000,Tennessee,TN,Wilson,George W. Bush,republican,18844.0,35916,"Tennessee, Wilson"
"Tennessee, Wilson",2000,Tennessee,TN,Wilson,Ralph Nader,green,308.0,35916,"Tennessee, Wilson"
"Texas, Anderson",2000,Texas,TX,Anderson,Al Gore,democrat,5041.0,15080,"Texas, Anderson"
"Texas, Anderson",2000,Texas,TX,Anderson,George W. Bush,republican,9835.0,15080,"Texas, Anderson"
"Texas, Anderson",2000,Texas,TX,Anderson,Ralph Nader,green,131.0,15080,"Texas, Anderson"
"Texas, Andrews",2000,Texas,TX,Andrews,Al Gore,democrat,876.0,4024,"Texas, Andrews"
"Texas, Andrews",2000,Texas,TX,Andrews,George W. Bush,republican,3091.0,4024,"Texas, Andrews"
"Texas, Andrews",2000,Texas,TX,Andrews,Ralph Nader,green,28.0,4024,"Texas, Andrews"
"Texas, Angelina",2000,Texas,TX,Angelina,Al Gore,democrat,9957.0,26974,"Texas, Angelina"
"Texas, Angelina",2000,Texas,TX,Angelina,George W. Bush,republican,16648.0,26974,"Texas, Angelina"
"Texas, Angelina",2000,Texas,TX,Angelina,Ralph Nader,green,245.0,26974,"Texas, Angelina"
"Texas, Aransas",2000,Texas,TX,Aransas,Al Gore,democrat,2637.0,8247,"Texas, Aransas"
"Texas, Aransas",2000,Texas,TX,Aransas,George W. Bush,republican,5390.0,8247,"Texas, Aransas"
"Texas, Aransas",2000,Texas,TX,Aransas,Ralph Nader,green,182.0,8247,"Texas, Aransas"
"Texas, Archer",2000,Texas,TX,Archer,Al Gore,democrat,993.0,3997,"Texas, Archer"
"Texas, Archer",2000,Texas,TX,Archer,George W. Bush,republican,2951.0,3997,"Texas, Archer"
"Texas, Archer",2000,Texas,TX,Archer,Ralph Nader,green,36.0,3997,"Texas, Archer"
"Texas, Armstrong",2000,Texas,TX,Armstrong,Al Gore,democrat,150.0,938,"Texas, Armstrong"
"Texas, Armstrong",2000,Texas,TX,Armstrong,George W. Bush,republican,772.0,938,"Texas, Armstrong"
"Texas, Armstrong",2000,Texas,TX,Armstrong,Ralph Nader,green,11.0,938,"Texas, Armstrong"
"Texas, Atascosa",2000,Texas,TX,Atascosa,Al Gore,democrat,4322.0,10746,"Texas, Atascosa"
"Texas, Atascosa",2000,Texas,TX,Atascosa,George W. Bush,republican,6231.0,10746,"Texas, Atascosa"
"Texas, Atascosa",2000,Texas,TX,Atascosa,Ralph Nader,green,130.0,10746,"Texas, Atascosa"
"Texas, Austin",2000,Texas,TX,Austin,Al Gore,democrat,2407.0,9227,"Texas, Austin"
"Texas, Austin",2000,Texas,TX,Austin,George W. Bush,republican,6661.0,9227,"Texas, Austin"
"Texas, Austin",2000,Texas,TX,Austin,Ralph Nader,green,112.0,9227,"Texas, Austin"
"Texas, Bailey",2000,Texas,TX,Bailey,Al Gore,democrat,488.0,2090,"Texas, Bailey"
"Texas, Bailey",2000,Texas,TX,Bailey,George W. Bush,republican,1589.0,2090,"Texas, Bailey"
"Texas, Bailey",2000,Texas,TX,Bailey,Ralph Nader,green,6.0,2090,"Texas, Bailey"
"Texas, Bandera",2000,Texas,TX,Bandera,Al Gore,democrat,1426.0,7273,"Texas, Bandera"
"Texas, Bandera",2000,Texas,TX,Bandera,George W. Bush,republican,5613.0,7273,"Texas, Bandera"
"Texas, Bandera",2000,Texas,TX,Bandera,Ralph Nader,green,157.0,7273,"Texas, Bandera"
"Texas, Bastrop",2000,Texas,TX,Bastrop,Al Gore,democrat,6973.0,18308,"Texas, Bastrop"
"Texas, Bastrop",2000,Texas,TX,Bastrop,George W. Bush,republican,10310.0,18308,"Texas, Bastrop"
"Texas, Bastrop",2000,Texas,TX,Bastrop,Ralph Nader,green,871.0,18308,"Texas, Bastrop"
"Texas, Baylor",2000,Texas,TX,Baylor,Al Gore,democrat,663.0,1984,"Texas, Baylor"
"Texas, Baylor",2000,Texas,TX,Baylor,George W. Bush,republican,1285.0,1984,"Texas, Baylor"
"Texas, Baylor",2000,Texas,TX,Baylor,Ralph Nader,green,26.0,1984,"Texas, Baylor"
"Texas, Bee",2000,Texas,TX,Bee,Al Gore,democrat,3795.0,8330,"Texas, Bee"
"Texas, Bee",2000,Texas,TX,Bee,George W. Bush,republican,4429.0,8330,"Texas, Bee"
"Texas, Bee",2000,Texas,TX,Bee,Ralph Nader,green,66.0,8330,"Texas, Bee"
"Texas, Bell",2000,Texas,TX,Bell,Al Gore,democrat,21011.0,63291,"Texas, Bell"
"Texas, Bell",2000,Texas,TX,Bell,George W. Bush,republican,41208.0,63291,"Texas, Bell"
"Texas, Bell",2000,Texas,TX,Bell,Ralph Nader,green,728.0,63291,"Texas, Bell"
"Texas, Bexar",2000,Texas,TX,Bexar,Al Gore,democrat,185158.0,412726,"Texas, Bexar"
"Texas, Bexar",2000,Texas,TX,Bexar,George W. Bush,republican,215613.0,412726,"Texas, Bexar"
"Texas, Bexar",2000,Texas,TX,Bexar,Ralph Nader,green,9790.0,412726,"Texas, Bexar"
"Texas, Blanco",2000,Texas,TX,Blanco,Al Gore,democrat,811.0,3767,"Texas, Blanco"
"Texas, Blanco",2000,Texas,TX,Blanco,George W. Bush,republican,2777.0,3767,"Texas, Blanco"
"Texas, Blanco",2000,Texas,TX,Blanco,Ralph Nader,green,140.0,3767,"Texas, Blanco"
"Texas, Borden",2000,Texas,TX,Borden,Al Gore,democrat,62.0,353,"Texas, Borden"
"Texas, Borden",2000,Texas,TX,Borden,George W. Bush,republican,283.0,353,"Texas, Borden"
"Texas, Borden",2000,Texas,TX,Borden,Ralph Nader,green,5.0,353,"Texas, Borden"
"Texas, Bosque",2000,Texas,TX,Bosque,Al Gore,democrat,1930.0,6770,"Texas, Bosque"
"Texas, Bosque",2000,Texas,TX,Bosque,George W. Bush,republican,4745.0,6770,"Texas, Bosque"
"Texas, Bosque",2000,Texas,TX,Bosque,Ralph Nader,green,65.0,6770,"Texas, Bosque"
"Texas, Bowie",2000,Texas,TX,Bowie,Al Gore,democrat,11662.0,30320,"Texas, Bowie"
"Texas, Bowie",2000,Texas,TX,Bowie,George W. Bush,republican,18325.0,30320,"Texas, Bowie"
"Texas, Bowie",2000,Texas,TX,Bowie,Ralph Nader,green,238.0,30320,"Texas, Bowie"
"Texas, Brazoria",2000,Texas,TX,Brazoria,Al Gore,democrat,24883.0,80019,"Texas, Brazoria"
"Texas, Brazoria",2000,Texas,TX,Brazoria,George W. Bush,republican,53445.0,80019,"Texas, Brazoria"
"Texas, Brazoria",2000,Texas,TX,Brazoria,Ralph Nader,green,1212.0,80019,"Texas, Brazoria"
"Texas, Brazos",2000,Texas,TX,Brazos,Al Gore,democrat,12359.0,46941,"Texas, Brazos"
"Texas, Brazos",2000,Texas,TX,Brazos,George W. Bush,republican,32864.0,46941,"Texas, Brazos"
"Texas, Brazos",2000,Texas,TX,Brazos,Ralph Nader,green,1351.0,46941,"Texas, Brazos"
"Texas, Brewster",2000,Texas,TX,Brewster,Al Gore,democrat,1349.0,3580,"Texas, Brewster"
"Texas, Brewster",2000,Texas,TX,Brewster,George W. Bush,republican,1867.0,3580,"Texas, Brewster"
"Texas, Brewster",2000,Texas,TX,Brewster,Ralph Nader,green,306.0,3580,"Texas, Brewster"
"Texas, Briscoe",2000,Texas,TX,Briscoe,Al Gore,democrat,224.0,772,"Texas, Briscoe"
"Texas, Briscoe",2000,Texas,TX,Briscoe,George W. Bush,republican,544.0,772,"Texas, Briscoe"
"Texas, Briscoe",2000,Texas,TX,Briscoe,Ralph Nader,green,1.0,772,"Texas, Briscoe"
"Texas, Brooks",2000,Texas,TX,Brooks,Al Gore,democrat,1854.0,2431,"Texas, Brooks"
"Texas, Brooks",2000,Texas,TX,Brooks,George W. Bush,republican,556.0,2431,"Texas, Brooks"
"Texas, Brooks",2000,Texas,TX,Brooks,Ralph Nader,green,14.0,2431,"Texas, Brooks"
"Texas, Brown",2000,Texas,TX,Brown,Al Gore,democrat,3138.0,12920,"Texas, Brown"
"Texas, Brown",2000,Texas,TX,Brown,George W. Bush,republican,9609.0,12920,"Texas, Brown"
"Texas, Brown",2000,Texas,TX,Brown,Ralph Nader,green,125.0,12920,"Texas, Brown"
"Texas, Burleson",2000,Texas,TX,Burleson,Al Gore,democrat,2235.0,5866,"Texas, Burleson"
"Texas, Burleson",2000,Texas,TX,Burleson,George W. Bush,republican,3542.0,5866,"Texas, Burleson"
"Texas, Burleson",2000,Texas,TX,Burleson,Ralph Nader,green,60.0,5866,"Texas, Burleson"
"Texas, Burnet",2000,Texas,TX,Burnet,Al Gore,democrat,3557.0,13232,"Texas, Burnet"
"Texas, Burnet",2000,Texas,TX,Burnet,George W. Bush,republican,9286.0,13232,"Texas, Burnet"
"Texas, Burnet",2000,Texas,TX,Burnet,Ralph Nader,green,292.0,13232,"Texas, Burnet"
"Texas, Caldwell",2000,Texas,TX,Caldwell,Al Gore,democrat,3872.0,9425,"Texas, Caldwell"
"Texas, Caldwell",2000,Texas,TX,Caldwell,George W. Bush,republican,5216.0,9425,"Texas, Caldwell"
"Texas, Caldwell",2000,Texas,TX,Caldwell,Ralph Nader,green,266.0,9425,"Texas, Caldwell"
"Texas, Calhoun",2000,Texas,TX,Calhoun,Al Gore,democrat,2766.0,6563,"Texas, Calhoun"
"Texas, Calhoun",2000,Texas,TX,Calhoun,George W. Bush,republican,3724.0,6563,"Texas, Calhoun"
"Texas, Calhoun",2000,Texas,TX,Calhoun,Ralph Nader,green,43.0,6563,"Texas, Calhoun"
"Texas, Callahan",2000,Texas,TX,Callahan,Al Gore,democrat,1174.0,4896,"Texas, Callahan"
"Texas, Callahan",2000,Texas,TX,Callahan,George W. Bush,republican,3656.0,4896,"Texas, Callahan"
"Texas, Callahan",2000,Texas,TX,Callahan,Ralph Nader,green,34.0,4896,"Texas, Callahan"
"Texas, Cameron",2000,Texas,TX,Cameron,Al Gore,democrat,33214.0,62057,"Texas, Cameron"
"Texas, Cameron",2000,Texas,TX,Cameron,George W. Bush,republican,27800.0,62057,"Texas, Cameron"
"Texas, Cameron",2000,Texas,TX,Cameron,Ralph Nader,green,699.0,62057,"Texas, Cameron"
"Texas, Camp",2000,Texas,TX,Camp,Al Gore,democrat,1625.0,3784,"Texas, Camp"
"Texas, Camp",2000,Texas,TX,Camp,George W. Bush,republican,2121.0,3784,"Texas, Camp"
"Texas, Camp",2000,Texas,TX,Camp,Ralph Nader,green,31.0,3784,"Texas, Camp"
"Texas, Carson",2000,Texas,TX,Carson,Al Gore,democrat,480.0,2742,"Texas, Carson"
"Texas, Carson",2000,Texas,TX,Carson,George W. Bush,republican,2216.0,2742,"Texas, Carson"
"Texas, Carson",2000,Texas,TX,Carson,Ralph Nader,green,29.0,2742,"Texas, Carson"
"Texas, Cass",2000,Texas,TX,Cass,Al Gore,democrat,4618.0,11019,"Texas, Cass"
"Texas, Cass",2000,Texas,TX,Cass,George W. Bush,republican,6295.0,11019,"Texas, Cass"
"Texas, Cass",2000,Texas,TX,Cass,Ralph Nader,green,68.0,11019,"Texas, Cass"
"Texas, Castro",2000,Texas,TX,Castro,Al Gore,democrat,727.0,2354,"Texas, Castro"
"Texas, Castro",2000,Texas,TX,Castro,George W. Bush,republican,1607.0,2354,"Texas, Castro"
"Texas, Castro",2000,Texas,TX,Castro,Ralph Nader,green,7.0,2354,"Texas, Castro"
"Texas, Chambers",2000,Texas,TX,Chambers,Al Gore,democrat,2888.0,9806,"Texas, Chambers"
"Texas, Chambers",2000,Texas,TX,Chambers,George W. Bush,republican,6769.0,9806,"Texas, Chambers"
"Texas, Chambers",2000,Texas,TX,Chambers,Ralph Nader,green,111.0,9806,"Texas, Chambers"
"Texas, Cherokee",2000,Texas,TX,Cherokee,Al Gore,democrat,4755.0,14537,"Texas, Cherokee"
"Texas, Cherokee",2000,Texas,TX,Cherokee,George W. Bush,republican,9599.0,14537,"Texas, Cherokee"
"Texas, Cherokee",2000,Texas,TX,Cherokee,Ralph Nader,green,122.0,14537,"Texas, Cherokee"
"Texas, Childress",2000,Texas,TX,Childress,Al Gore,democrat,602.0,2126,"Texas, Childress"
"Texas, Childress",2000,Texas,TX,Childress,George W. Bush,republican,1506.0,2126,"Texas, Childress"
"Texas, Childress",2000,Texas,TX,Childress,Ralph Nader,green,11.0,2126,"Texas, Childress"
"Texas, Clay",2000,Texas,TX,Clay,Al Gore,democrat,1460.0,4637,"Texas, Clay"
"Texas, Clay",2000,Texas,TX,Clay,George W. Bush,republican,3112.0,4637,"Texas, Clay"
"Texas, Clay",2000,Texas,TX,Clay,Ralph Nader,green,39.0,4637,"Texas, Clay"
"Texas, Cochran",2000,Texas,TX,Cochran,Al Gore,democrat,344.0,1171,"Texas, Cochran"
"Texas, Cochran",2000,Texas,TX,Cochran,George W. Bush,republican,807.0,1171,"Texas, Cochran"
"Texas, Cochran",2000,Texas,TX,Cochran,Ralph Nader,green,11.0,1171,"Texas, Cochran"
"Texas, Coke",2000,Texas,TX,Coke,Al Gore,democrat,355.0,1515,"Texas, Coke"
"Texas, Coke",2000,Texas,TX,Coke,George W. Bush,republican,1137.0,1515,"Texas, Coke"
"Texas, Coke",2000,Texas,TX,Coke,Ralph Nader,green,14.0,1515,"Texas, Coke"
"Texas, Coleman",2000,Texas,TX,Coleman,Al Gore,democrat,853.0,3578,"Texas, Coleman"
"Texas, Coleman",2000,Texas,TX,Coleman,George W. Bush,republican,2687.0,3578,"Texas, Coleman"
"Texas, Coleman",2000,Texas,TX,Coleman,Ralph Nader,green,27.0,3578,"Texas, Coleman"
"Texas, Collin",2000,Texas,TX,Collin,Al Gore,democrat,42884.0,175420,"Texas, Collin"
"Texas, Collin",2000,Texas,TX,Collin,George W. Bush,republican,128179.0,175420,"Texas, Collin"
"Texas, Collin",2000,Texas,TX,Collin,Ralph Nader,green,3195.0,175420,"Texas, Collin"
"Texas, Collingsworth",2000,Texas,TX,Collingsworth,Al Gore,democrat,429.0,1415,"Texas, Collingsworth"
"Texas, Collingsworth",2000,Texas,TX,Collingsworth,George W. Bush,republican,974.0,1415,"Texas, Collingsworth"
"Texas, Collingsworth",2000,Texas,TX,Collingsworth,Ralph Nader,green,6.0,1415,"Texas, Collingsworth"
"Texas, Colorado",2000,Texas,TX,Colorado,Al Gore,democrat,2229.0,7249,"Texas, Colorado"
"Texas, Colorado",2000,Texas,TX,Colorado,George W. Bush,republican,4913.0,7249,"Texas, Colorado"
"Texas, Colorado",2000,Texas,TX,Colorado,Ralph Nader,green,84.0,7249,"Texas, Colorado"
"Texas, Comal",2000,Texas,TX,Comal,Al Gore,democrat,7131.0,32748,"Texas, Comal"
"Texas, Comal",2000,Texas,TX,Comal,George W. Bush,republican,24599.0,32748,"Texas, Comal"
"Texas, Comal",2000,Texas,TX,Comal,Ralph Nader,green,787.0,32748,"Texas, Comal"
"Texas, Comanche",2000,Texas,TX,Comanche,Al Gore,democrat,1636.0,5022,"Texas, Comanche"
